City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,college,64.8569,-147.8028,259.59,82,40,0.0,US,2023-02-08 01:51:27
304,north bend,43.4065,-124.2243,283.66,96,100,4.12,US,2023-02-08 01:51:27
305,panacan,9.2463,118.4082,300.78,74,100,4.76,PH,2023-02-08 01:51:30
306,port lincoln,-34.7333,135.8667,296.34,60,6,5.04,AU,2023-02-08 01:51:35
307,namatanai,-3.6667,152.4333,303.12,64,93,4.64,PG,2023-02-08 01:51:35
308,sisimiut,66.9395,-53.6735,247.58,93,100,2.15,GL,2023-02-08 01:51:35
309,bandarbeyla,9.4942,50.8122,298.12,75,98,6.98,SO,2023-02-08 01:51:36
310,lata,40.1629,-8.3327,281.52,80,33,2.1,PT,2023-02-08 01:51:36
311,brae,60.3964,-1.353,279.9,73,100,14.0,GB,2023-02-08 01:51:36
312,boundiali,9.5217,-6.4869,299.09,50,33,2.12,CI,2023-02-08 01:51:37
313,mount isa,-20.7333,139.5,305.02,58,40,4.12,AU,2023-02-08 01:51:37
314,gouyave,12.1646,-61.7296,297.58,83,40,4.12,GD,2023-02-08 01:51:37
315,dahuk,36.8695,42.994,275.42,95,99,2.89,IQ,2023-02-08 01:51:38
316,manali,13.1667,80.2667,296.2,73,65,0.47,IN,2023-02-08 01:51:38
317,pevek,69.7008,170.3133,243.38,93,100,1.31,RU,2023-02-08 01:51:38
318,russell,32.3502,-85.1999,290.72,76,0,0.0,US,2023-02-08 01:51:38
319,dhrangadhra,22.9833,71.4667,291.25,28,2,1.74,IN,2023-02-08 01:51:39
320,bourges,47.25,2.4167,272.92,73,53,2.33,FR,2023-02-08 01:51:39
321,tsabong,-26.0217,22.401,294.67,67,100,2.37,BW,2023-02-08 01:51:39
322,rio claro,-22.4114,-47.5614,293.86,94,100,0.86,BR,2023-02-08 01:51:40
323,superior,46.7208,-92.1041,272.69,65,0,5.66,US,2023-02-08 01:51:40
324,harnai,30.1005,67.9374,285.25,24,10,0.35,PK,2023-02-08 01:51:40
325,north platte,41.1239,-100.7654,274.09,82,0,2.24,US,2023-02-08 01:51:41
326,sturgeon falls,46.3646,-79.9326,274.76,82,100,5.56,CA,2023-02-08 01:51:41
327,deputatskiy,69.3,139.9,231.25,98,55,1.7,RU,2023-02-08 01:51:41
328,racine,42.7495,-88.0751,275.15,80,0,3.09,US,2023-02-08 01:51:07
329,carupano,10.6678,-63.2585,296.58,90,16,3.86,VE,2023-02-08 01:51:42
330,bria,6.5423,21.9863,292.85,19,9,2.01,CF,2023-02-08 01:51:42
331,kushima,31.4583,131.2333,288.3,74,76,0.82,JP,2023-02-08 01:51:42
332,mbuji-mayi,-6.15,23.6,293.6,92,100,1.54,CD,2023-02-08 01:51:42
333,basco,20.4487,121.9702,298.24,76,5,8.25,PH,2023-02-08 01:51:43
334,alofi,-19.0595,-169.9187,300.09,83,100,3.6,NU,2023-02-08 01:51:43
335,arman,59.7,150.1667,247.6,75,34,3.59,RU,2023-02-08 01:51:43
336,chivay,-15.6383,-71.6011,281.66,89,96,1.12,PE,2023-02-08 01:51:44
337,sao joao da barra,-21.6403,-41.0511,296.86,92,100,2.41,BR,2023-02-08 01:51:44
338,nome,64.5011,-165.4064,251.57,71,0,1.54,US,2023-02-08 01:51:44
339,haapiti,-17.5667,-149.8667,303.0,64,1,1.96,PF,2023-02-08 01:51:44
340,veracruz,19.3333,-96.6667,291.44,93,0,0.41,MX,2023-02-08 01:42:38
341,hay river,60.8156,-115.7999,253.14,77,40,2.06,CA,2023-02-08 01:48:51
342,skelleftea,64.7507,20.9528,270.35,100,80,1.54,SE,2023-02-08 01:51:45
343,coquimbo,-29.9533,-71.3436,291.0,88,100,1.54,CL,2023-02-08 01:51:45
344,puerto escondido,15.85,-97.0667,300.61,65,20,0.0,MX,2023-02-08 01:44:59
345,leshukonskoye,64.8989,45.7622,273.77,98,100,4.7,RU,2023-02-08 01:51:45
346,tabuk,17.4189,121.4443,298.81,82,78,0.92,PH,2023-02-08 01:51:46
347,jatibonico,21.9419,-79.17,295.44,79,0,5.9,CU,2023-02-08 01:51:46
348,kamenka,51.3223,42.7678,259.02,94,7,4.47,RU,2023-02-08 01:51:46
349,cody,44.5263,-109.0565,277.27,41,0,5.14,US,2023-02-08 01:51:23
350,vila do maio,15.1333,-23.2167,293.59,66,15,8.15,CV,2023-02-08 01:51:47
351,suwalki,54.1118,22.9309,269.64,92,93,2.38,PL,2023-02-08 01:51:47
352,grass valley,39.2191,-121.0611,282.5,80,0,0.89,US,2023-02-08 01:50:24
353,zhigansk,66.7697,123.3711,228.66,98,100,2.91,RU,2023-02-08 01:51:47
354,ndele,8.4109,20.6473,296.05,15,99,3.13,CF,2023-02-08 01:51:48
355,kruisfontein,-34.0033,24.7314,292.53,83,100,1.85,ZA,2023-02-08 01:51:48
356,mudgee,-32.5943,149.5871,299.7,39,20,4.09,AU,2023-02-08 01:51:48
357,krasnyy chikoy,50.3643,108.7512,255.46,92,42,1.01,RU,2023-02-08 01:51:48
358,algiers,36.7525,3.042,280.05,93,40,0.51,DZ,2023-02-08 01:51:49
359,hato mayor,18.7629,-69.256,294.45,87,0,3.55,DO,2023-02-08 01:51:49
360,yazd,31.8972,54.3675,287.21,30,20,6.17,IR,2023-02-08 01:51:50
361,laguna,38.421,-121.4238,288.31,61,0,0.0,US,2023-02-08 01:51:50
362,aleksandrov gay,50.147,48.5704,260.07,90,6,6.17,RU,2023-02-08 01:51:50
363,henties bay,-22.116,14.2845,291.29,89,47,2.06,NA,2023-02-08 01:51:50
364,soyo,-6.1349,12.3689,299.21,84,89,3.52,AO,2023-02-08 01:51:51
365,san cristobal,7.7669,-72.225,294.25,78,12,0.74,VE,2023-02-08 01:50:21
366,iloilo,10.6969,122.5644,299.83,77,100,7.36,PH,2023-02-08 01:51:51
367,omboue,-1.5746,9.2618,298.23,88,100,2.22,GA,2023-02-08 01:51:51
368,los zacatones,22.95,-102.05,290.68,19,87,5.28,MX,2023-02-08 01:51:52
369,ngunguru,-35.6167,174.5,296.0,55,44,1.17,NZ,2023-02-08 01:51:52
370,ponta do sol,32.6667,-17.1,288.71,59,36,3.46,PT,2023-02-08 01:51:52
371,sept-iles,50.2001,-66.3821,267.39,81,75,9.77,CA,2023-02-08 01:49:02
372,ambon,-3.6954,128.1814,305.23,66,40,2.06,ID,2023-02-08 01:51:53
373,itarema,-2.9248,-39.9167,298.62,82,100,3.94,BR,2023-02-08 01:51:53
374,portales,34.1862,-103.3344,279.27,39,100,2.59,US,2023-02-08 01:51:53
375,aykhal,66.0,111.5,234.67,100,82,1.25,RU,2023-02-08 01:51:53
376,yumen,40.2833,97.2,270.73,53,21,5.06,CN,2023-02-08 01:51:54
377,aktash,50.3,87.7333,252.08,89,100,2.36,RU,2023-02-08 01:51:54
378,katsuura,35.1333,140.3,283.42,71,98,8.08,JP,2023-02-08 01:51:54
379,beian,63.6559,9.5683,279.82,87,0,7.2,NO,2023-02-08 01:51:55
380,kayseri,38.737,35.4968,263.16,85,75,0.0,TR,2023-02-08 01:51:55
381,sao filipe,14.8961,-24.4956,293.22,69,18,4.82,CV,2023-02-08 01:51:55
382,hassleholm,56.1591,13.7664,275.03,90,99,2.58,SE,2023-02-08 01:51:55
383,broken hill,-31.95,141.4333,302.98,16,0,5.07,AU,2023-02-08 01:51:56
384,lima,-12.0432,-77.0282,298.65,75,0,6.17,PE,2023-02-08 01:51:42
385,abha,18.2164,42.5053,284.05,82,0,0.0,SA,2023-02-08 01:51:56
386,sumenep,-7.0167,113.8667,299.86,84,99,5.18,ID,2023-02-08 01:51:56
387,uruguaiana,-29.7547,-57.0883,302.11,51,0,2.06,BR,2023-02-08 01:51:33
388,pascagoula,30.3658,-88.5561,292.18,95,40,3.6,US,2023-02-08 01:49:53
389,talara,-4.5772,-81.2719,299.57,69,0,4.12,PE,2023-02-08 01:51:57
390,slave lake,55.2834,-114.769,270.14,63,0,0.0,CA,2023-02-08 01:51:57
391,port keats,-14.25,129.55,304.72,61,7,3.94,AU,2023-02-08 01:51:57
392,kongoussi,13.3258,-1.5347,298.68,16,99,3.25,BF,2023-02-08 01:51:58
393,narsaq,60.9167,-46.05,251.27,63,0,3.6,GL,2023-02-08 01:51:58
394,marsaxlokk,35.8419,14.5431,282.49,81,100,5.14,MT,2023-02-08 01:51:58
395,kunming,25.0389,102.7183,282.11,71,0,5.0,CN,2023-02-08 01:51:58
396,sidney,-33.8679,151.2073,301.81,64,59,3.13,AU,2023-02-08 01:48:51
397,kofele,7.0667,38.7833,280.84,36,0,3.23,ET,2023-02-08 01:51:59
398,kismayo,-0.3582,42.5454,297.74,85,12,6.78,SO,2023-02-08 01:51:59
399,korhogo,9.45,-5.6333,299.07,48,79,1.99,CI,2023-02-08 01:51:59
400,mattru,7.6244,-11.8332,296.06,80,74,0.74,SL,2023-02-08 01:52:00
401,talcahuano,-36.7167,-73.1167,288.11,76,0,4.64,CL,2023-02-08 01:52:00
402,esperance,-33.8667,121.9,294.58,66,88,4.91,AU,2023-02-08 01:52:00
403,gilgit,35.9221,74.3087,266.61,61,9,1.7,PK,2023-02-08 01:47:42
404,voykove,45.3826,36.4372,272.42,81,100,14.47,UA,2023-02-08 01:52:01
405,vila velha,-20.3297,-40.2925,300.12,89,75,3.6,BR,2023-02-08 01:49:56
406,itaituba,-4.2761,-55.9836,296.45,98,100,0.41,BR,2023-02-08 01:52:01
407,hirara,24.8,125.2833,295.07,83,75,5.66,JP,2023-02-08 01:52:02
408,santa cruz,-17.8,-63.1667,297.85,83,100,3.09,BO,2023-02-08 01:50:58
409,punta gorda,26.9298,-82.0454,295.17,81,0,5.81,US,2023-02-08 01:52:05
410,greven,52.0936,7.594,271.69,86,20,1.54,DE,2023-02-08 01:52:06
411,kjollefjord,70.9457,27.3465,276.18,80,40,11.83,NO,2023-02-08 01:52:07
412,salvador,13.8333,-88.9167,295.96,59,3,1.34,SV,2023-02-08 01:52:08
413,hanzhong,33.0728,107.0303,280.98,86,100,2.91,CN,2023-02-08 01:52:09
414,dryden,49.7833,-92.7503,266.31,68,75,3.6,CA,2023-02-08 01:52:10
415,banikoara,11.2985,2.4386,297.69,16,100,2.36,BJ,2023-02-08 01:52:10
416,rangapara,26.8167,92.65,289.55,67,99,3.2,IN,2023-02-08 01:52:11
417,lahaina,20.8783,-156.6825,300.15,85,20,4.85,US,2023-02-08 01:51:48
418,meulaboh,4.1363,96.1285,299.15,76,89,0.97,ID,2023-02-08 01:52:14
419,oussouye,12.485,-16.5469,293.25,46,43,4.07,SN,2023-02-08 01:52:16
420,ciudad bolivar,8.1222,-63.5497,299.76,66,77,5.68,VE,2023-02-08 01:52:18
421,bathsheba,13.2167,-59.5167,297.49,88,75,8.75,BB,2023-02-08 01:52:10
422,mumford,5.2618,-0.759,298.75,90,69,3.34,GH,2023-02-08 01:52:19
423,clyde river,70.4692,-68.5914,238.28,68,0,2.06,CA,2023-02-08 01:52:21
424,puerto colombia,10.9878,-74.9547,299.2,81,2,14.87,CO,2023-02-08 01:50:18
425,lutz,28.1511,-82.4615,296.05,71,0,0.89,US,2023-02-08 01:52:25
426,rocha,-34.4833,-54.3333,293.3,85,6,3.33,UY,2023-02-08 01:52:28
427,maceio,-9.6658,-35.7353,296.84,94,20,0.51,BR,2023-02-08 01:52:29
428,cravo norte,6.3017,-70.2041,301.52,50,86,2.14,CO,2023-02-08 01:52:31
429,barsovo,61.1667,73.1667,242.6,100,50,1.9,RU,2023-02-08 01:52:32
430,kaniama,-7.5667,24.1833,291.63,97,100,1.42,CD,2023-02-08 01:52:33
431,baglung,28.2719,83.5898,282.84,42,15,2.51,NP,2023-02-08 01:48:46
432,plettenberg bay,-34.0527,23.3716,292.3,86,100,2.55,ZA,2023-02-08 01:52:34
433,mbaiki,3.8678,17.9892,294.04,22,21,1.03,CF,2023-02-08 01:52:34
434,padang,-0.9492,100.3543,300.18,58,79,0.55,ID,2023-02-08 01:52:34
435,miles city,46.4083,-105.8406,279.69,52,0,3.6,US,2023-02-08 01:52:35
436,brun,39.5349,46.3073,269.57,98,100,2.16,AM,2023-02-08 01:52:36
437,palenque,17.5167,-91.9667,300.24,74,20,2.57,MX,2023-02-08 01:44:07
438,saldanha,-33.0117,17.9442,290.18,89,0,5.9,ZA,2023-02-08 01:52:36
439,egvekinot,66.3167,-179.1667,243.66,87,87,3.78,RU,2023-02-08 01:52:36
440,dajal,29.5577,70.3762,286.14,43,12,3.5,PK,2023-02-08 01:52:37
441,benguela,-12.5763,13.4055,296.17,77,100,1.66,AO,2023-02-08 01:52:37
442,callaway,30.153,-85.5699,291.18,76,40,1.54,US,2023-02-08 01:52:37
443,tornabe,15.75,-87.55,296.27,94,29,1.94,HN,2023-02-08 01:52:38
444,barras,-4.2444,-42.2944,295.69,96,100,0.97,BR,2023-02-08 01:52:38
445,wajima,37.4,136.9,277.53,100,75,1.03,JP,2023-02-08 01:52:38
446,dongsheng,39.8161,109.9776,268.23,50,100,4.24,CN,2023-02-08 01:52:39
447,fatwa,25.5167,85.3167,290.2,66,0,2.36,IN,2023-02-08 01:52:39
448,sibolga,1.7427,98.7792,300.01,60,100,0.62,ID,2023-02-08 01:52:39
449,warri,5.5167,5.75,298.73,83,7,1.46,NG,2023-02-08 01:52:39
450,yeppoon,-23.1333,150.7333,301.03,65,99,9.33,AU,2023-02-08 01:52:40
451,puerto narino,-3.7703,-70.3831,295.62,98,88,0.21,CO,2023-02-08 01:52:40
452,vao,-22.6667,167.4833,299.94,70,13,6.01,NC,2023-02-08 01:52:40
453,olafsvik,64.8945,-23.7142,270.66,57,100,12.37,IS,2023-02-08 01:52:41
454,kabare,-2.4683,28.8242,289.36,88,94,0.96,CD,2023-02-08 01:52:41
455,chokurdakh,70.6333,147.9167,235.0,99,100,1.62,RU,2023-02-08 01:52:41
456,marzuq,14.4,46.4667,289.47,55,6,2.11,YE,2023-02-08 01:52:41
457,vardo,70.3705,31.1107,272.14,80,8,9.77,NO,2023-02-08 01:49:57
458,finschhafen,-6.6024,147.8681,303.09,70,98,1.58,PG,2023-02-08 01:52:42
459,borkenes,68.774,16.1739,277.34,89,100,22.35,NO,2023-02-08 01:52:42
460,porto novo,6.4965,2.6036,298.6,85,95,2.15,BJ,2023-02-08 01:50:58
461,williamsport,41.2412,-77.0011,277.65,86,100,1.79,US,2023-02-08 01:48:53
462,tecpan,14.7623,-90.9947,285.87,76,0,1.15,GT,2023-02-08 01:52:42
463,salinas,36.6777,-121.6555,287.57,79,0,3.6,US,2023-02-08 01:48:14
464,nichinan,31.6,131.3667,285.97,73,82,2.43,JP,2023-02-08 01:52:43
465,bull savanna,17.8868,-77.5902,295.24,82,1,3.97,JM,2023-02-08 01:52:43
466,poum,-20.2333,164.0167,299.83,84,100,6.24,NC,2023-02-08 01:52:43
467,waipawa,-41.4122,175.5153,293.24,58,25,2.41,NZ,2023-02-08 01:52:44
468,andilamena,-17.0167,48.5833,291.95,90,100,2.1,MG,2023-02-08 01:52:44
469,rafaela,-31.2503,-61.4867,303.15,32,0,3.25,AR,2023-02-08 01:52:44
470,murgab,37.4966,61.9714,284.08,46,40,3.09,TM,2023-02-08 01:52:45
471,marawi,7.9986,124.2928,297.89,60,94,1.73,PH,2023-02-08 01:52:45
472,tucuman,-26.8241,-65.2226,298.15,88,20,2.57,AR,2023-02-08 01:52:45
473,codrington,-38.2667,141.9667,292.05,60,87,6.87,AU,2023-02-08 01:52:45
474,vangaindrano,-23.35,47.6,295.39,90,100,0.95,MG,2023-02-08 01:52:46
475,sayyan,15.1718,44.3244,283.74,65,11,0.47,YE,2023-02-08 01:52:46
476,bo phloi,14.3236,99.5161,301.39,50,68,1.38,TH,2023-02-08 01:52:46
477,acapulco,16.8634,-99.8901,297.88,76,1,2.26,MX,2023-02-08 01:51:48
478,saint-augustin,51.226,-58.6502,253.55,86,17,2.3,CA,2023-02-08 01:51:56
479,oktyabrskiy,54.4815,53.471,250.39,100,90,0.5,RU,2023-02-08 01:52:47
480,diamantino,-14.4086,-56.4461,295.48,90,85,0.92,BR,2023-02-08 01:52:47
481,ulladulla,-35.35,150.4667,292.91,83,100,1.79,AU,2023-02-08 01:52:47
482,la tebaida,4.4527,-75.7875,297.02,73,40,2.57,CO,2023-02-08 01:52:48
483,port moresby,-9.4431,147.1797,298.83,94,100,5.14,PG,2023-02-08 01:52:48
484,sabang,5.8933,95.3214,300.67,74,100,6.73,ID,2023-02-08 01:52:48
485,chernushka,56.5072,56.0766,247.76,100,98,1.18,RU,2023-02-08 01:52:49
486,nanma,36.1817,118.1583,276.61,39,100,3.48,CN,2023-02-08 01:52:49
487,tromso,69.6496,18.957,277.16,65,100,11.83,NO,2023-02-08 01:52:49
488,kununurra,-15.7667,128.7333,307.14,52,7,2.57,AU,2023-02-08 01:52:50
489,turbat,26.0023,63.044,290.86,45,32,0.49,PK,2023-02-08 01:52:50
490,honiara,-9.4333,159.95,302.33,73,100,3.05,SB,2023-02-08 01:48:15
491,filadelfia,39.9523,-75.1638,278.54,78,100,2.57,US,2023-02-08 01:47:53
492,wankaner,22.6167,70.9333,291.8,40,3,1.51,IN,2023-02-08 01:52:50
493,brigantine,39.4101,-74.3646,278.71,89,0,3.58,US,2023-02-08 01:52:51
494,tororo,0.693,34.1809,292.2,71,8,2.01,UG,2023-02-08 01:52:51
495,casablanca,33.5928,-7.6192,284.16,91,14,5.23,MA,2023-02-08 01:52:51
496,sawakin,19.1059,37.3321,294.02,60,94,6.43,SD,2023-02-08 01:52:51
497,beyneu,45.3167,55.2,270.61,71,100,10.33,KZ,2023-02-08 01:52:52
498,marsh harbour,26.5412,-77.0636,294.96,62,0,8.24,BS,2023-02-08 01:52:52
499,amapa,1.0,-52.0,295.37,99,100,0.91,BR,2023-02-08 01:52:52
500,brookings,44.3114,-96.7984,274.15,80,0,1.54,US,2023-02-08 01:52:52
501,maldonado,-34.6667,-54.9167,296.05,76,23,3.58,UY,2023-02-08 01:52:53
502,pitimbu,-7.4706,-34.8086,298.48,73,99,4.01,BR,2023-02-08 01:52:53
503,margate,51.3813,1.3862,277.45,67,89,1.15,GB,2023-02-08 01:52:53
504,nelson bay,-32.7167,152.15,300.43,63,60,6.71,AU,2023-02-08 01:52:54
505,omsukchan,62.5333,155.8,239.59,94,92,1.91,RU,2023-02-08 01:48:49
506,tocopilla,-22.092,-70.1979,296.48,77,15,2.57,CL,2023-02-08 01:52:54
507,monrovia,6.3005,-10.7969,297.02,91,97,2.96,LR,2023-02-08 01:51:28
508,general pico,-35.6566,-63.7568,300.35,27,51,3.36,AR,2023-02-08 01:52:54
509,yenagoa,4.9247,6.2642,298.62,86,33,1.71,NG,2023-02-08 01:52:55
510,hamilton,39.1834,-84.5333,285.06,90,100,4.63,US,2023-02-08 01:51:34
511,manggar,-2.8833,108.2667,300.89,75,100,2.43,ID,2023-02-08 01:52:55
512,almaznyy,48.0448,40.045,262.95,87,18,7.79,RU,2023-02-08 01:52:55
513,nanning,22.8167,108.3167,287.4,92,100,2.31,CN,2023-02-08 01:52:56
514,los algarrobos,8.5,-82.4333,301.38,54,0,3.09,PA,2023-02-08 01:52:56
515,havelock,34.8791,-76.9013,287.14,71,0,2.06,US,2023-02-08 01:52:56
516,kota,25.1833,75.8333,287.58,42,0,1.01,IN,2023-02-08 01:52:57
517,kassala,15.451,36.4,292.03,71,0,3.76,SD,2023-02-08 01:52:57
518,nalut,30.3333,10.85,286.42,58,98,4.71,LY,2023-02-08 01:52:57
519,kostino,58.9097,53.2691,260.97,93,100,3.75,RU,2023-02-08 01:52:57
520,katima mulilo,-17.5,24.2667,291.75,95,99,2.1,NA,2023-02-08 01:52:58
521,beibei,29.8256,106.4339,285.58,88,100,0.63,CN,2023-02-08 01:52:58
522,namibe,-15.1961,12.1522,294.27,75,95,2.09,AO,2023-02-08 01:51:40
523,xuddur,4.1213,43.8894,293.43,79,4,5.87,SO,2023-02-08 01:52:58
524,bousso,10.4795,16.7117,296.29,18,5,3.54,TD,2023-02-08 01:52:59
525,tautira,-17.7333,-149.15,299.87,61,5,2.11,PF,2023-02-08 01:52:59
526,bowen,-20.0167,148.2333,301.66,74,100,7.68,AU,2023-02-08 01:53:00
527,qasigiannguit,68.8193,-51.1922,246.29,98,100,0.99,GL,2023-02-08 01:53:00
528,el alto,-4.2714,-81.2147,297.96,79,93,3.8,PE,2023-02-08 01:53:00
529,mananjary,-21.2167,48.3333,296.01,91,94,2.01,MG,2023-02-08 01:53:00
530,saint-pierre,-21.3393,55.4781,297.97,78,0,2.06,RE,2023-02-08 01:53:01
531,velyka oleksandrivka,47.3197,33.3037,268.15,65,100,8.16,UA,2023-02-08 01:53:01
532,emba,48.8264,58.1442,258.55,89,86,6.37,KZ,2023-02-08 01:53:01
533,paso de los toros,-32.8167,-56.5167,299.79,34,0,3.63,UY,2023-02-08 01:53:02
534,la ronge,55.1001,-105.2842,272.29,47,0,3.6,CA,2023-02-08 01:53:03
535,guarapuava,-25.3953,-51.4581,288.65,61,19,0.4,BR,2023-02-08 01:53:04
536,pundaguitan,6.3711,126.1689,299.41,74,95,3.01,PH,2023-02-08 01:53:06
537,komsomolskiy,40.4272,71.7189,273.55,80,99,3.09,UZ,2023-02-08 01:53:07
538,fairbanks,64.8378,-147.7164,259.6,82,40,0.0,US,2023-02-08 01:52:16
539,guasca,4.866,-73.8775,284.35,92,47,1.51,CO,2023-02-08 01:53:08
540,katherine,-14.4667,132.2667,305.33,58,0,2.57,AU,2023-02-08 01:53:09
